Latitude,Longitude,Altitude (meters),Date,"Time (hour, minute, second)"
42.001384,-71.199378,39.6,1/22/2023,20:28:48
42.001102,-71.198799,39.4,1/22/2023,20:28:50
42.000976,-71.198532,39.1,1/22/2023,20:28:51
42.00074,-71.19802,39,1/22/2023,20:28:53
42.000534,-71.197586,38.9,1/22/2023,20:28:55
42.000442,-71.197395,38.7,1/22/2023,20:28:56
42.000282,-71.197082,38.7,1/22/2023,20:28:58
42.000141,-71.196853,38.8,1/22/2023,20:29:00
42.00008,-71.196754,39.1,1/22/2023,20:29:01
41.999988,-71.196609,39.3,1/22/2023,20:29:03
41.99995,-71.196495,39.3,1/22/2023,20:29:05
41.999958,-71.196456,39.1,1/22/2023,20:29:06
41.999992,-71.196418,38.9,1/22/2023,20:29:08
42.00003,-71.196434,39,1/22/2023,20:29:10
42.000049,-71.196456,38.8,1/22/2023,20:29:11
42.000087,-71.196525,38.8,1/22/2023,20:29:13
42.000129,-71.196617,39,1/22/2023,20:29:15
42.000148,-71.196662,39.4,1/22/2023,20:29:16
42.000198,-71.196762,39.6,1/22/2023,20:29:18
42.000247,-71.196876,39.7,1/22/2023,20:29:20
42.000267,-71.196937,39.9,1/22/2023,20:29:21
42.000316,-71.197044,40.2,1/22/2023,20:29:23
42.00037,-71.197158,40.5,1/22/2023,20:29:25
42.000396,-71.197212,40.8,1/22/2023,20:29:26
42.000446,-71.197296,41,1/22/2023,20:29:28
42.000495,-71.197357,41.1,1/22/2023,20:29:30
42.000518,-71.19738,41.1,1/22/2023,20:29:31
42.000576,-71.197402,41.2,1/22/2023,20:29:33
42.000629,-71.19741,41.1,1/22/2023,20:29:35
42.000656,-71.19741,40.8,1/22/2023,20:29:36
42.000705,-71.197387,40.6,1/22/2023,20:29:38
42.000743,-71.197349,40.7,1/22/2023,20:29:40
42.000762,-71.197334,40.6,1/22/2023,20:29:41
42.000801,-71.197296,40.1,1/22/2023,20:29:43
42.000839,-71.197257,40.1,1/22/2023,20:29:45
42.000854,-71.197242,39.8,1/22/2023,20:29:46
42.000892,-71.197212,40,1/22/2023,20:29:48
42.00093,-71.197181,40.1,1/22/2023,20:29:50
42.000949,-71.197166,39.9,1/22/2023,20:29:51
42.000991,-71.197128,40,1/22/2023,20:29:53
42.001037,-71.19709,39.8,1/22/2023,20:29:55
42.00106,-71.197067,39.6,1/22/2023,20:29:56
42.001113,-71.197029,39.7,1/22/2023,20:29:58
42.001167,-71.19699,39.9,1/22/2023,20:30:00
42.001197,-71.196975,39.5,1/22/2023,20:30:01
42.001262,-71.196952,39.5,1/22/2023,20:30:03
42.001327,-71.19696,39.5,1/22/2023,20:30:05
42.001358,-71.196975,39.6,1/22/2023,20:30:06
42.001419,-71.197006,39.9,1/22/2023,20:30:08
42.00148,-71.197052,40,1/22/2023,20:30:10
42.001502,-71.197074,40.1,1/22/2023,20:30:11
42.001552,-71.19712,39.7,1/22/2023,20:30:13
42.001602,-71.197166,39.6,1/22/2023,20:30:15
42.001628,-71.197181,39.5,1/22/2023,20:30:16
42.001678,-71.197219,39.4,1/22/2023,20:30:18
42.001731,-71.197265,39.4,1/22/2023,20:30:20
42.001758,-71.19728,39.3,1/22/2023,20:30:21
42.001815,-71.197326,39.2,1/22/2023,20:30:23
42.001869,-71.197364,39.2,1/22/2023,20:30:25
42.001895,-71.197387,39.3,1/22/2023,20:30:26
42.001949,-71.197425,39.5,1/22/2023,20:30:28
42.002002,-71.197471,39.5,1/22/2023,20:30:30
42.002029,-71.197486,39.8,1/22/2023,20:30:31
42.002082,-71.197532,40,1/22/2023,20:30:33
42.00214,-71.197586,40,1/22/2023,20:30:35
42.002166,-71.197616,39.8,1/22/2023,20:30:36
42.00222,-71.197677,39.9,1/22/2023,20:30:38
42.002269,-71.197738,40,1/22/2023,20:30:40
42.002292,-71.197776,40.1,1/22/2023,20:30:41
42.002326,-71.197837,40.1,1/22/2023,20:30:43
42.002353,-71.197891,40.1,1/22/2023,20:30:45
42.002361,-71.197921,40.2,1/22/2023,20:30:46
42.00238,-71.197967,39.9,1/22/2023,20:30:48
42.002391,-71.197998,39.9,1/22/2023,20:30:50
42.002395,-71.198013,40.6,1/22/2023,20:30:51
42.002403,-71.198036,41.1,1/22/2023,20:30:53
42.00241,-71.198051,41.2,1/22/2023,20:30:55
42.00241,-71.198051,41.2,1/22/2023,20:30:56
42.002418,-71.198059,41.2,1/22/2023,20:30:58
42.002426,-71.198066,41.2,1/22/2023,20:31:00
42.002429,-71.198081,41.3,1/22/2023,20:31:01
42.002441,-71.198104,41.5,1/22/2023,20:31:03
42.002445,-71.19812,41.5,1/22/2023,20:31:05
42.002449,-71.198127,41.6,1/22/2023,20:31:06
42.002456,-71.198143,42,1/22/2023,20:31:08
42.002468,-71.198158,42.2,1/22/2023,20:31:10
42.002475,-71.198158,42,1/22/2023,20:31:11
42.002494,-71.198173,42.2,1/22/2023,20:31:13
42.002506,-71.198188,42.2,1/22/2023,20:31:15
42.00251,-71.198188,42.6,1/22/2023,20:31:16
42.002517,-71.198196,42.7,1/22/2023,20:31:18
42.002529,-71.198204,42.7,1/22/2023,20:31:20
42.00254,-71.198204,43,1/22/2023,20:31:21
42.002552,-71.198204,42.9,1/22/2023,20:31:23
42.002552,-71.198204,42.8,1/22/2023,20:31:25
42.002552,-71.198204,42.8,1/22/2023,20:31:26
42.002552,-71.198204,42.8,1/22/2023,20:31:28
42.002555,-71.198211,42.7,1/22/2023,20:31:30
42.002555,-71.198211,42.7,1/22/2023,20:31:32
42.002555,-71.198211,42.5,1/22/2023,20:31:33
42.002555,-71.198211,42.3,1/22/2023,20:31:35
42.002555,-71.198211,42.2,1/22/2023,20:31:37
42.002555,-71.198211,42.1,1/22/2023,20:31:38
42.002555,-71.198211,41.9,1/22/2023,20:31:40
42.002555,-71.198219,41.8,1/22/2023,20:31:42
42.002555,-71.198219,41.8,1/22/2023,20:31:43
42.002559,-71.198219,41.6,1/22/2023,20:31:45
42.002559,-71.198219,41.3,1/22/2023,20:31:47
42.002559,-71.198219,41.2,1/22/2023,20:31:48
42.002559,-71.198219,41.1,1/22/2023,20:31:50
42.002559,-71.198219,40.9,1/22/2023,20:31:52
42.002559,-71.198226,40.8,1/22/2023,20:31:54
42.002559,-71.198226,40.6,1/22/2023,20:31:55
42.002559,-71.198226,40.5,1/22/2023,20:31:57
42.002563,-71.198226,40.4,1/22/2023,20:31:59
42.002563,-71.198226,40.4,1/22/2023,20:32:01
42.002563,-71.198226,40.4,1/22/2023,20:32:02
42.002563,-71.198226,40.4,1/22/2023,20:32:04
42.002563,-71.198226,40.4,1/22/2023,20:32:06
42.002563,-71.198226,40.4,1/22/2023,20:32:08
42.002563,-71.198234,40,1/22/2023,20:32:10
42.002563,-71.198234,39.9,1/22/2023,20:32:12
42.002563,-71.198234,40,1/22/2023,20:32:13
42.002563,-71.198234,40,1/22/2023,20:32:15
42.002563,-71.198234,40,1/22/2023,20:32:17
42.002563,-71.198234,40.1,1/22/2023,20:32:18
42.002563,-71.198234,40.2,1/22/2023,20:32:20
42.002563,-71.198234,40.3,1/22/2023,20:32:22
42.002563,-71.198234,40.2,1/22/2023,20:32:23
42.002563,-71.198234,40.2,1/22/2023,20:32:25
42.002563,-71.198242,40.2,1/22/2023,20:32:27
42.002563,-71.198242,40.4,1/22/2023,20:32:28
42.002563,-71.198242,40.4,1/22/2023,20:32:30
42.002563,-71.198242,40.3,1/22/2023,20:32:32
42.002567,-71.198242,40.4,1/22/2023,20:32:34
42.002567,-71.198242,40.6,1/22/2023,20:32:35
42.002567,-71.198242,40.6,1/22/2023,20:32:37
42.002571,-71.198242,40.5,1/22/2023,20:32:39
42.002571,-71.198242,40.6,1/22/2023,20:32:40
42.002571,-71.198242,40.6,1/22/2023,20:32:42
42.002571,-71.198242,40.6,1/22/2023,20:32:44
42.002571,-71.198242,40.6,1/22/2023,20:32:46
42.002571,-71.198242,40.7,1/22/2023,20:32:47
42.002574,-71.198242,41.1,1/22/2023,20:32:49
42.002571,-71.198242,41.2,1/22/2023,20:32:51
42.002571,-71.198242,41.3,1/22/2023,20:32:52
42.002571,-71.198242,41.2,1/22/2023,20:32:54
42.002571,-71.198242,41.2,1/22/2023,20:32:56
42.002571,-71.198242,41.1,1/22/2023,20:32:57
42.002567,-71.198249,41.1,1/22/2023,20:32:59
42.002571,-71.198242,41.1,1/22/2023,20:33:01
42.002567,-71.198249,41.1,1/22/2023,20:33:03
42.002567,-71.198249,41.1,1/22/2023,20:33:05
42.002571,-71.198249,41.1,1/22/2023,20:33:07
42.002567,-71.198249,41.1,1/22/2023,20:33:08
42.002567,-71.198249,40.9,1/22/2023,20:33:10
42.002567,-71.198249,40.9,1/22/2023,20:33:12
42.002567,-71.198249,40.8,1/22/2023,20:33:14
42.002567,-71.198249,40.8,1/22/2023,20:33:15
