Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
0.733087063,37.24225668,84.79775368,-30.93972094,0.619318182,-0.135227273,0.919318182
0.73559761,16.04281826,82.5059225,-15.46986047,0.527272727,-0.170454545,1.047727273
0.738107681,11.4591559,37.81521448,15.46986047,-0.2,0.059090909,1.0625
0.740618229,4.010704566,13.17802929,27.50197417,-0.242045455,0.067045455,1.081818182
0.743128776,-27.50197417,-39.53408786,20.62648062,-0.285227273,0.104545455,1.122727273
0.745639324,-22.91831181,-36.09634109,14.32394488,-0.127272727,0.125,1.042045455
0.748150349,-18.90760724,-8.021409132,-8.594366927,0.153409091,-0.079545455,1.060227273
0.750660896,-14.32394488,-4.010704566,-5.729577951,0.103409091,-0.117045455,1.115909091
0.753171444,1.14591559,2.291831181,0.572957795,0.151136364,-0.098863636,1.130681818
0.755681992,-10.88619811,-1.14591559,-1.718873385,0.168181818,-0.154545455,1.061363636
0.758192062,-2.291831181,1.14591559,3.437746771,0.196590909,-0.146590909,1.070454545
0.76070261,-0.572957795,5.729577951,-1.14591559,0.171590909,-0.182954545,1.059090909
0.763213634,4.010704566,8.594366927,-1.14591559,0.107954545,-0.157954545,1.144318182
0.765724182,-1.14591559,20.62648062,-5.729577951,0.2625,-0.188636364,1.071590909
0.76823473,0.572957795,-0.572957795,53.85803274,0.118181818,-0.148863636,1.063636364
0.770745277,4.010704566,8.021409132,55.00394833,0.059090909,-0.146590909,1.048863636
0.773256302,-9.740282517,-8.594366927,53.85803274,0.084090909,-0.201136364,1.117045455
0.775766849,-14.32394488,-9.167324722,50.99324377,-0.013636364,-0.134090909,1.167045455
0.778277397,9.740282517,2.864788976,16.04281826,0.192045455,-0.354545455,0.998863636
0.780787468,4.010704566,12.60507149,23.4912696,0.127272727,-0.322727273,1.117045455
0.783298016,-1.14591559,4.583662361,11.4591559,0.060227273,-0.018181818,1.167045455
