Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
0.785808563,0,6.875493542,6.875493542,0.040909091,0.075,1.059090909
0.788319111,-5.729577951,1.718873385,-2.291831181,0.110227273,0.102272727,1.189772727
0.790830135,10.31324031,8.594366927,5.729577951,0.134090909,-0.001136364,1.180681818
0.793340683,-0.572957795,16.04281826,5.729577951,0.145454545,-0.078409091,1.095454545
0.795851231,-6.875493542,8.021409132,3.437746771,0.101136364,-0.214772727,1.048863636
0.798361778,2.864788976,9.167324722,17.76169165,-0.086363636,-0.107954545,1.202272727
0.800871849,-20.62648062,-4.583662361,2.864788976,-0.029545455,-0.115909091,1.203409091
0.803382397,-5.729577951,-2.864788976,5.729577951,0.093181818,-0.007954545,1.075
0.805893421,4.583662361,-1.14591559,7.448451337,0.170454545,-0.015909091,1.018181818
0.808403969,-9.167324722,-4.583662361,-21.19943842,0.135227273,-0.026136364,1.184090909
0.810914516,6.875493542,6.875493542,-8.594366927,0.127272727,-0.0125,1.025
0.813425064,-4.583662361,2.291831181,-2.864788976,0.026136364,-0.019318182,1.047727273
0.815935612,5.729577951,3.437746771,1.14591559,0.0375,-0.092045455,1.043181818
0.818446636,-1.718873385,5.729577951,7.448451337,0.184090909,0.011363636,1.022727273
0.820956707,-1.718873385,6.875493542,7.448451337,0.146590909,-0.082954545,0.984090909
0.823467255,-8.021409132,13.17802929,-1.14591559,0.130681818,-0.160227273,1.086363636
0.825977802,-13.75098708,5.156620156,-2.864788976,0.143181818,-0.179545455,1.151136364
0.82848835,0.572957795,-1.14591559,1.14591559,0.073863636,-0.155681818,1.073863636
0.830998898,-7.448451337,-0.572957795,2.291831181,0.064772727,-0.195454545,1.082954545
0.833509922,-6.875493542,-12.0321137,5.156620156,0.188636364,-0.077272727,1.207954545
0.83602047,-6.302535746,-8.594366927,2.291831181,0.227272727,-0.061363636,1.05
0.838531017,-3.437746771,2.864788976,-8.021409132,0.228409091,-0.134090909,1.180681818
0.841041088,-2.864788976,8.594366927,-12.0321137,0.090909091,-0.034090909,1.075
0.843551636,2.291831181,-1.14591559,-6.302535746,0.105681818,-0.115909091,0.948863636
0.846062183,10.88619811,4.010704566,5.156620156,0.269318182,-0.086363636,1.004545455
0.848573208,-5.729577951,3.437746771,5.729577951,0.2875,-0.139772727,0.982954545
0.851083755,-20.05352283,8.021409132,0,0.181818182,-0.165909091,1.155681818
0.853594303,-10.31324031,7.448451337,-5.156620156,0.213636364,-0.210227273,1.261363636
0.856104851,-1.718873385,6.875493542,18.33464944,-0.005681818,-0.213636364,1.144318182
0.858615398,-18.33464944,-15.46986047,14.32394488,0.122727273,-0.25,1.115909091
0.861126423,5.729577951,-16.04281826,4.010704566,0.170454545,-0.111363636,1.080681818
0.863636017,-3.437746771,8.021409132,-8.594366927,0.109090909,-0.039772727,1.172727273
0.866147041,-0.572957795,9.740282517,-6.302535746,0.0125,-0.002272727,1.0625
0.868657589,1.718873385,10.88619811,-10.31324031,0.021590909,-0.123863636,1.018181818
0.871168137,10.88619811,10.31324031,-0.572957795,0.126136364,-0.2,1.096590909
0.873678684,7.448451337,9.167324722,9.740282517,0.159090909,-0.240909091,1.054545455
0.876189709,-13.75098708,-10.88619811,8.021409132,0.072727273,-0.130681818,1.226136364
0.878700256,-10.31324031,-15.46986047,-2.291831181,0.128409091,-0.026136364,1.136363636
0.881210804,6.302535746,6.875493542,-3.437746771,0.192045455,-0.089772727,1.070454545
0.883720875,6.302535746,-8.594366927,5.729577951,0.271590909,-0.2125,0.973863636
0.886231422,-6.302535746,4.010704566,-4.010704566,-0.031818182,-0.085227273,1.039772727
0.88874197,0,4.583662361,6.302535746,-0.028409091,-0.195454545,1.020454545
0.891252995,-8.594366927,-7.448451337,7.448451337,0.131818182,-0.155681818,1.231818182
0.893763542,3.437746771,-6.302535746,22.91831181,0.156818182,-0.185227273,1.215909091
0.89627409,4.010704566,10.31324031,2.291831181,0.218181818,-0.328409091,1.115909091
0.898784637,9.740282517,16.61577606,3.437746771,0.175,-0.246590909,1.260227273
0.901295185,-2.864788976,5.729577951,-6.875493542,0.135227273,-0.006818182,1.003409091
0.903805256,6.875493542,5.729577951,1.14591559,0.278409091,-0.106818182,1.078409091
0.906315804,1.14591559,2.864788976,5.729577951,0.2,-0.081818182,0.959090909
0.908826828,-7.448451337,10.31324031,-4.010704566,0.203409091,-0.217045455,1.071590909
0.911337376,-16.04281826,0,-20.62648062,0.105681818,-0.084090909,1.1375
0.913847923,4.010704566,-2.291831181,0.572957795,0.2875,-0.122727273,1.147727273
0.916358471,6.302535746,11.4591559,4.583662361,0.251136364,-0.011363636,1.067045455
0.918869495,16.04281826,13.17802929,13.75098708,0.0625,-0.076136364,1.085227273
0.921380043,9.740282517,8.594366927,11.4591559,0.052272727,-0.055681818,1.020454545
0.923890591,-17.76169165,-15.46986047,11.4591559,0.209090909,0.007954545,1.221590909
0.926400661,9.740282517,5.729577951,10.31324031,0.1,0.1125,1.3
0.928911209,7.448451337,11.4591559,11.4591559,0.007954545,0.072727273,1.085227273
0.931421757,5.729577951,13.75098708,22.91831181,0.014772727,0.044318182,1.040909091
0.933932781,21.19943842,42.97183463,3.437746771,-0.398863636,0.153409091,0.878409091
0.936443329,16.61577606,33.23155212,-3.437746771,-0.4875,0.188636364,0.9125
0.938953876,5.729577951,-18.33464944,-14.89690267,-0.544318182,0.210227273,0.980681818
0.941464424,-16.04281826,-67.60901983,4.583662361,0.406818182,0.030681818,1.143181818
0.943974972,-1.718873385,-34.9504255,-3.437746771,0.515909091,-0.064772727,0.936363636
0.946485043,-4.010704566,-45.83662361,3.437746771,0.719318182,-0.114772727,0.861363636
0.94899559,54.43099054,77.34930234,-18.90760724,0.476136364,0.075,1.129545455
0.951506615,53.85803274,80.21409132,-7.448451337,0.195454545,0.135227273,0.980681818
0.954017162,26.35605858,79.06817573,-5.156620156,-0.239772727,0.207954545,0.996590909
0.95652771,21.19943842,71.61972439,-2.291831181,-0.284090909,0.325,1.018181818
0.959038258,-22.34535401,-19.48056503,10.88619811,-0.364772727,0.264772727,0.956818182
0.961549282,-14.89690267,-14.32394488,0,-0.389772727,0.168181818,1.093181818
0.96405983,5.156620156,-13.17802929,-21.77239621,-0.302272727,0.379545455,1.2125
0.966569901,29.79380535,60.73352628,-4.010704566,-0.465909091,0.392045455,0.961363636
0.969080448,19.48056503,53.28507495,-9.167324722,-0.339772727,0.503409091,0.786363636
0.971590996,-16.61577606,-0.572957795,15.46986047,-0.4875,0.431818182,0.857954545
0.974101543,-75.63042896,18.90760724,-24.0642274,-0.104545455,-0.156818182,1.082954545
0.976612091,-69.32789321,13.75098708,-20.62648062,-0.154545455,-0.360227273,0.909090909
0.979123116,-57.86873731,-9.740282517,-6.302535746,-0.081818182,-0.747727273,0.915909091
0.981633663,-52.71211715,-0.572957795,-13.75098708,-0.121590909,-0.692045455,0.922727273
0.984144211,36.66929889,8.594366927,0,-0.070454545,-0.764772727,0.569318182
0.986654282,53.85803274,6.875493542,7.448451337,-0.036363636,-0.730681818,0.727272727
0.989164829,76.77634455,-6.302535746,5.729577951,-0.138636364,-0.432954545,0.994318182
0.991675377,19.48056503,-8.594366927,-2.864788976,0.188636364,-0.101136364,1.125
0.994186401,25.78310078,-11.4591559,2.291831181,0.1,0.088636364,1.102272727
0.996696949,8.021409132,-9.740282517,-1.718873385,0.210227273,0.027272727,1.059090909
0.999207497,5.156620156,-2.864788976,1.14591559,0.188636364,0.046590909,1.067045455
1.001718044,-79.06817573,13.75098708,5.156620156,-0.003409091,-0.0875,1.220454545
1.004229069,-73.33859778,16.61577606,5.156620156,-0.043181818,-0.322727273,1.093181818
1.006739616,-52.13915936,12.0321137,5.729577951,-0.029545455,-0.626136364,0.954545455
1.009249687,71.0467666,7.448451337,5.729577951,-0.023863636,-0.720454545,0.581818182
1.011760235,73.33859778,14.89690267,0,-0.035227273,-0.655681818,0.821590909
1.014270782,105.4242343,-18.90760724,-6.302535746,-0.105681818,-0.279545455,0.965909091
1.01678133,44.69070802,-6.875493542,10.31324031,0.094318182,0.682954545,0.884090909
1.019291878,31.51267873,-2.864788976,6.302535746,0.093181818,0.720454545,0.842045455
1.021802902,17.76169165,-0.572957795,14.89690267,0.113636364,0.895454545,0.804545455
1.02431345,-14.89690267,-14.32394488,9.167324722,0.176136364,0.790909091,0.884090909
1.026823998,-89.38141604,2.864788976,-1.14591559,0.046590909,0.229545455,1.069318182
1.029334545,-79.64113352,18.33464944,-8.021409132,0.084090909,0.003409091,1.017045455
1.031844616,-77.92226014,41.25296125,0,0.045454545,-0.361363636,1.064772727
1.034355164,44.11775023,-8.021409132,13.17802929,-0.115909091,-0.4125,0.963636364
1.036866188,9.167324722,-2.291831181,-5.156620156,-0.190909091,-0.411363636,1.164772727
1.039376736,9.167324722,-2.864788976,-8.021409132,-0.2125,-0.251136364,1.106818182
1.041887283,4.010704566,-1.14591559,2.864788976,-0.184090909,-0.186363636,1.073863636
1.044397831,6.302535746,16.04281826,7.448451337,-0.014772727,-0.257954545,1.079545455
1.046908379,6.302535746,24.0642274,37.24225668,0.0375,-0.277272727,1.097727273
1.049419403,-4.010704566,-33.80450991,160.4281826,0.786363636,-0.2125,1.086363636
1.051929474,32.65859432,250.9555143,-14.89690267,-0.348863636,0.054545455,1.402272727
1.054440022,20.05352283,208.5566374,11.4591559,-0.514772727,0.185227273,0.901136364
1.056950569,-73.33859778,-49.84732818,16.61577606,-0.404545455,0.219318182,0.630681818
1.059461117,33.23155212,153.5526891,-21.19943842,0.835227273,-0.077272727,1.002272727
1.061971664,45.83662361,146.1042378,-2.864788976,0.610227273,-0.173863636,1.070454545
1.064482689,23.4912696,68.18197762,-13.17802929,0.207954545,0.036363636,1.013636364
1.066993237,-25.21014299,-0.572957795,6.875493542,0.005681818,-0.040909091,1.059090909
1.069503784,-2.291831181,-1.14591559,-4.583662361,-0.043181818,-0.042045455,1.069318182
1.072013855,10.31324031,10.31324031,-33.80450991,-0.054545455,-0.067045455,1.069318182
1.074524403,-9.167324722,1.718873385,22.34535401,0.097727273,-0.1125,1.029545455
1.07703495,-5.729577951,17.76169165,34.9504255,-0.018181818,-0.089772727,1.015909091
1.079545975,19.48056503,-2.864788976,1.14591559,-0.128409091,0.006818182,1.034090909
1.082056522,9.740282517,-19.48056503,5.156620156,-0.197727273,0.052272727,1.104545455
1.08456707,-8.594366927,-8.021409132,2.291831181,0.095454545,0.167045455,1.139772727
1.087077618,-9.167324722,-5.729577951,1.14591559,0.160227273,0.018181818,1.072727273
1.089588165,-14.89690267,-1.718873385,2.864788976,0.117045455,-0.010227273,1.061363636
1.09209919,9.167324722,4.010704566,24.0642274,0.023863636,0.122727273,1.146590909
1.094608784,-0.572957795,0.572957795,13.75098708,-0.036363636,0.096590909,1.060227273
1.097119808,-13.75098708,1.718873385,14.89690267,-0.029545455,-0.046590909,1.034090909
1.099630356,13.17802929,8.021409132,3.437746771,0.118181818,-0.044318182,1.056818182
1.102140903,-13.75098708,9.167324722,-4.010704566,0.030681818,-0.085227273,1.106818182
1.104651451,-58.4416951,12.0321137,-10.31324031,0.079545455,-0.109090909,1.389772727
1.107162476,-14.89690267,1.718873385,-1.14591559,-0.1625,-0.906818182,0.469318182
1.109673023,64.74423085,14.32394488,24.0642274,-0.227272727,-0.731818182,0.430681818
1.112183571,147.8231111,-4.583662361,44.69070802,-0.148863636,-0.432954545,0.5875
1.114693642,63.02535746,1.14591559,15.46986047,-0.089772727,0.579545455,0.919318182
1.117204189,1.718873385,1.14591559,24.63718519,-0.032954545,0.601136364,1.030681818
1.119714737,-59.58761069,21.77239621,9.740282517,-0.073863636,0.471590909,0.997727273
1.122225761,-94.5380362,28.64788976,2.864788976,0.004545455,-0.523863636,1.060227273
1.124736309,-86.51662706,41.25296125,-13.17802929,-0.080681818,-0.557954545,0.975
1.127246857,-18.33464944,13.17802929,-3.437746771,-0.175,-0.651136364,0.743181818
1.129757404,96.82986738,15.46986047,13.17802929,-0.031818182,0.090909091,1.367045455
1.132267952,89.38141604,-30.36676314,6.875493542,0.022727273,0.151136364,1.057954545
1.134778023,68.75493542,12.0321137,12.60507149,-0.026136364,0.334090909,1.160227273
1.13728857,-28.07493196,-63.02535746,5.156620156,0.1625,0.051136364,1.219318182
1.139799595,-46.40958141,-88.80845825,4.010704566,0.484090909,0.077272727,0.910227273
1.142310143,-19.48056503,-76.20338675,-1.14591559,0.802272727,0.036363636,0.703409091
1.14482069,4.583662361,-63.59831526,-7.448451337,0.7375,-0.007954545,0.572727273
1.147331238,20.62648062,159.8552248,-15.46986047,-0.002272727,0.220454545,1.106818182
1.149842262,6.302535746,165.5848028,-8.021409132,-0.385227273,0.229545455,0.992045455
1.15235281,21.77239621,100.2676141,24.63718519,-0.697727273,0.302272727,0.852272727
1.154863358,-49.27437038,-88.23550045,-23.4912696,-0.229545455,0.197727273,1.125
1.157373428,-34.37746771,-55.00394833,1.718873385,-0.195454545,0.175,1.096590909
1.159883976,-14.32394488,-25.78310078,12.60507149,-0.080681818,-0.036363636,0.971590909
1.162394524,44.69070802,10.31324031,20.62648062,-0.160227273,-0.543181818,0.669318182
1.164905548,80.21409132,-17.76169165,16.04281826,-0.160227273,-0.465909091,0.747727273
1.167416096,107.1431077,-17.18873385,-5.729577951,-0.101136364,-0.257954545,1.044318182
1.169926643,5.156620156,2.864788976,-6.875493542,0.1,0.530681818,1.122727273
1.172437191,-26.92901637,-0.572957795,6.302535746,0.242045455,0.753409091,1.020454545
1.174947739,-16.04281826,-4.010704566,-13.75098708,0.313636364,0.517045455,0.867045455
1.177457809,-26.92901637,-14.89690267,5.156620156,-0.026136364,0.581818182,0.831818182
1.179968357,-28.64788976,-11.4591559,-9.167324722,-0.044318182,0.457954545,0.935227273
1.182479382,-12.60507149,-5.729577951,8.594366927,-0.031818182,0.386363636,1.032954545
1.184989929,-5.729577951,19.48056503,-10.88619811,0.095454545,0.206818182,0.918181818
1.187501431,-12.0321137,6.875493542,-6.875493542,0.0125,0.173863636,1.067045455
1.187501431,-0.572957795,7.448451337,4.583662361,-0.078409091,0.440909091,1.095454545
1.192522049,45.83662361,27.50197417,21.19943842,-0.052272727,0.394318182,1.136363636
1.195032597,25.21014299,70.4738088,6.875493542,-0.080681818,0.4875,1.119318182
1.195032597,12.60507149,101.9864875,-9.167324722,-0.304545455,0.368181818,0.919318182
1.197542667,-85.37071147,-106.5701499,4.010704566,-0.35,0.455681818,0.843181818
1.200053215,-64.74423085,-101.9864875,7.448451337,-0.234090909,0.348863636,0.929545455
1.202563763,-55.57690613,-104.2783187,-0.572957795,0.369318182,0.022727273,1.154545455
1.20507431,-48.70141259,-79.64113352,-2.291831181,0.453409091,0.145454545,1.036363636
1.207584858,-29.22084755,24.0642274,-57.86873731,0.846590909,-0.05,0.854545455
1.210096359,-7.448451337,65.31718864,-66.46310424,0.778409091,0.1375,0.986363636
1.21260643,24.63718519,108.2890233,-46.40958141,0.482954545,0.304545455,1.017045455
1.215116978,1.14591559,30.36676314,14.89690267,-0.485227273,0.388636364,0.931818182
1.217627525,-21.77239621,7.448451337,9.740282517,-0.551136364,0.394318182,0.773863636
1.220137596,-14.89690267,16.04281826,40.10704566,-0.438636364,0.382954545,0.882954545
1.222648144,-32.65859432,-41.82591904,-18.33464944,0.019318182,0.1,1.045454545
1.225159168,-16.04281826,11.4591559,-17.76169165,0.059090909,0.096590909,1.025
1.227669716,-8.021409132,20.62648062,-22.34535401,0.2375,0.084090909,1.140909091
1.230180264,-18.90760724,-3.437746771,-52.13915936,0.063636364,0.179545455,1.139772727
1.232690811,10.31324031,15.46986047,-42.39887684,-0.109090909,0.117045455,1.078409091
1.235201836,-13.17802929,2.864788976,-38.38817227,0.115909091,0.089772727,0.994318182
1.237712383,-1.14591559,-17.18873385,-34.37746771,0.051136364,0.142045455,1.054545455
1.240222454,5.156620156,-8.021409132,-29.79380535,0.060227273,0.122727273,1.093181818
1.242733002,-9.167324722,7.448451337,-22.91831181,0.013636364,0.135227273,1.173863636
1.245243549,-4.583662361,9.740282517,-17.76169165,0.023863636,0.113636364,0.973863636
1.247754097,-27.50197417,1.718873385,-32.65859432,-0.0875,0.122727273,1.063636364
1.250264645,-8.594366927,5.156620156,-13.75098708,-0.109090909,0.025,1.153409091
1.252775669,-14.89690267,-6.302535746,-12.0321137,0.121590909,-0.154545455,1.081818182
1.255286217,-22.91831181,-5.729577951,-3.437746771,0.138636364,-0.088636364,1.045454545
1.257796764,-1.718873385,14.89690267,-12.0321137,0.047727273,-0.096590909,1.105681818
